absolute_error_bytes,absolute_relative_error,allocator_environment,architecture,backend,compiler_accounted_bytes,compiler_alias_bytes,compiler_argument_bytes,compiler_output_bytes,compiler_temp_bytes,confidence,configuration,device,device_id,device_kind,dtype,equations,error_fraction_of_target,error_message,family,jax_device_memory_limit_bytes,jax_version,jaxlib_version,name,nested_constructs,os,physical_device_memory_bytes,platform,primitive_counts,python_version,signed_error_bytes,signed_relative_error,size_bucket,static_compiler_ratio,static_overpredicts,static_peak_bytes,static_shortfall_bytes,static_underpredicts,status,target_budget_bytes
3145728,0.0967741935483871,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,32505856,0,27262976,1048576,4194304,structural,"{""batch"": 256, ""depth"": 2, ""width"": 2048}",TFRT_CPU_0,0,cpu,float32,3,,,mlp,,0.6.2,0.6.2,mlp-b256-w2048-d2-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 2, ""tanh"": 1}",3.13.14,-3145728,-0.0967741935483871,10-100 MiB,0.9032258064516129,False,29360128,3145728,True,ok,
6291456,0.08571428571428572,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,73400320,0,62914560,2097152,8388608,structural,"{""batch"": 512, ""depth"": 4, ""width"": 2048}",TFRT_CPU_0,0,cpu,float32,7,,,mlp,,0.6.2,0.6.2,mlp-b512-w2048-d4-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 4, ""tanh"": 3}",3.13.14,-6291456,-0.08571428571428572,10-100 MiB,0.9142857142857143,False,67108864,6291456,True,ok,
25165824,0.08571428571428572,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,293601280,0,251658240,8388608,33554432,structural,"{""batch"": 1024, ""depth"": 4, ""width"": 4096}",TFRT_CPU_0,0,cpu,float32,7,,,mlp,,0.6.2,0.6.2,mlp-b1024-w4096-d4-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 4, ""tanh"": 3}",3.13.14,-25165824,-0.08571428571428572,100-500 MiB,0.9142857142857143,False,268435456,25165824,True,ok,
1294336,0.06763698630136987,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,19136512,0,1048576,1048576,17039360,structural,"{""batch"": 1, ""head_dim"": 64, ""heads"": 8, ""sequence"": 512}",TFRT_CPU_0,0,cpu,float32,16,,,attention,,0.6.2,0.6.2,attention-b1-h8-s512-d64-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""broadcast_in_dim"": 2, ""div"": 2, ""dot_general"": 2, ""exp"": 1, ""max"": 1, ""reduce_max"": 1, ""reduce_sum"": 1, ""reshape"": 2, ""sqrt"": 1, ""stop_gradient"": 1, ""sub"": 1, ""transpose"": 1}",3.13.14,-1294336,-0.06763698630136987,10-100 MiB,0.9323630136986302,False,17842176,1294336,True,ok,
3112960,0.043025362318840576,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,72351744,0,2097152,2097152,68157440,structural,"{""batch"": 1, ""head_dim"": 64, ""heads"": 8, ""sequence"": 1024}",TFRT_CPU_0,0,cpu,float32,16,,,attention,,0.6.2,0.6.2,attention-b1-h8-s1024-d64-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""broadcast_in_dim"": 2, ""div"": 2, ""dot_general"": 2, ""exp"": 1, ""max"": 1, ""reduce_max"": 1, ""reduce_sum"": 1, ""reshape"": 2, ""sqrt"": 1, ""stop_gradient"": 1, ""sub"": 1, ""transpose"": 1}",3.13.14,-3112960,-0.043025362318840576,10-100 MiB,0.9569746376811594,False,69238784,3112960,True,ok,
8323072,0.029617537313432835,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,281018368,0,4194304,4194304,272629760,structural,"{""batch"": 1, ""head_dim"": 64, ""heads"": 8, ""sequence"": 2048}",TFRT_CPU_0,0,cpu,float32,16,,,attention,,0.6.2,0.6.2,attention-b1-h8-s2048-d64-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""broadcast_in_dim"": 2, ""div"": 2, ""dot_general"": 2, ""exp"": 1, ""max"": 1, ""reduce_max"": 1, ""reduce_sum"": 1, ""reshape"": 2, ""sqrt"": 1, ""stop_gradient"": 1, ""sub"": 1, ""transpose"": 1}",3.13.14,-8323072,-0.029617537313432835,100-500 MiB,0.9703824626865671,False,272695296,8323072,True,ok,
25034752,0.022608901515151516,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,1107296256,0,8388608,8388608,1090519040,structural,"{""batch"": 1, ""head_dim"": 64, ""heads"": 8, ""sequence"": 4096}",TFRT_CPU_0,0,cpu,float32,16,,,attention,,0.6.2,0.6.2,attention-b1-h8-s4096-d64-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""broadcast_in_dim"": 2, ""div"": 2, ""dot_general"": 2, ""exp"": 1, ""max"": 1, ""reduce_max"": 1, ""reduce_sum"": 1, ""reshape"": 2, ""sqrt"": 1, ""stop_gradient"": 1, ""sub"": 1, ""transpose"": 1}",3.13.14,-25034752,-0.022608901515151516,>1 GiB,0.9773910984848485,False,1082261504,25034752,True,ok,
1048576,0.03701561596298438,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,28327936,0,9437184,1048576,17842176,structural,"{""heads"": 8, ""sequence"": 512, ""width"": 512}",TFRT_CPU_0,0,cpu,float32,21,,,transformer,,0.6.2,0.6.2,transformer-s512-w512-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 2, ""broadcast_in_dim"": 2, ""div"": 2, ""dot_general"": 4, ""exp"": 1, ""max"": 1, ""reduce_max"": 1, ""reduce_sum"": 1, ""reshape"": 2, ""sqrt"": 1, ""stop_gradient"": 1, ""sub"": 1, ""tanh"": 1, ""transpose"": 1}",3.13.14,-1048576,-0.03701561596298438,10-100 MiB,0.9629843840370156,False,27279360,1048576,True,ok,
1085480,0.054360857778558584,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,19968044,0,9443328,6297644,4227072,structural,"{""batch"": 512, ""width"": 1024}",TFRT_CPU_0,0,cpu,float32,39,,,training,,0.6.2,0.6.2,training-b512-w1024-float32,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 2, ""add_any"": 1, ""broadcast_in_dim"": 3, ""div"": 2, ""dot_general"": 5, ""integer_pow"": 2, ""mul"": 8, ""reduce_sum"": 5, ""reshape"": 2, ""sub"": 6, ""tanh"": 1, ""transpose"": 2}",3.13.14,-1085480,-0.054360857778558584,10-100 MiB,0.9456391422214414,False,18882564,1085480,True,ok,
0,0.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,16777216,0,8388608,8388608,0,structural,"{""depth"": 1, ""shape"": [2048, 2048]}",TFRT_CPU_0,0,cpu,float16,5,,,elementwise,,0.6.2,0.6.2,elementwise-d1-2048-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 1, ""exp"": 1, ""mul"": 1, ""sin"": 1, ""tanh"": 1}",3.13.14,0,0.0,10-100 MiB,1.0,False,16777216,0,False,ok,
0,0.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,67108864,0,33554432,33554432,0,structural,"{""depth"": 1, ""shape"": [4096, 4096]}",TFRT_CPU_0,0,cpu,float16,5,,,elementwise,,0.6.2,0.6.2,elementwise-d1-4096-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 1, ""exp"": 1, ""mul"": 1, ""sin"": 1, ""tanh"": 1}",3.13.14,0,0.0,10-100 MiB,1.0,False,67108864,0,False,ok,
0,0.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,16777216,0,8388608,8388608,0,structural,"{""depth"": 8, ""shape"": [2048, 2048]}",TFRT_CPU_0,0,cpu,float16,40,,,elementwise,,0.6.2,0.6.2,elementwise-d8-2048-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 8, ""exp"": 8, ""mul"": 8, ""sin"": 8, ""tanh"": 8}",3.13.14,0,0.0,10-100 MiB,1.0,False,16777216,0,False,ok,
0,0.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,67108864,0,33554432,33554432,0,structural,"{""depth"": 8, ""shape"": [4096, 4096]}",TFRT_CPU_0,0,cpu,float16,40,,,elementwise,,0.6.2,0.6.2,elementwise-d8-4096-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 8, ""exp"": 8, ""mul"": 8, ""sin"": 8, ""tanh"": 8}",3.13.14,0,0.0,10-100 MiB,1.0,False,67108864,0,False,ok,
0,0.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,16777216,0,8388608,8388608,0,structural,"{""depth"": 16, ""shape"": [2048, 2048]}",TFRT_CPU_0,0,cpu,float16,80,,,elementwise,,0.6.2,0.6.2,elementwise-d16-2048-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 16, ""exp"": 16, ""mul"": 16, ""sin"": 16, ""tanh"": 16}",3.13.14,0,0.0,10-100 MiB,1.0,False,16777216,0,False,ok,
0,0.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,67108864,0,33554432,33554432,0,structural,"{""depth"": 16, ""shape"": [4096, 4096]}",TFRT_CPU_0,0,cpu,float16,80,,,elementwise,,0.6.2,0.6.2,elementwise-d16-4096-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 16, ""exp"": 16, ""mul"": 16, ""sin"": 16, ""tanh"": 16}",3.13.14,0,0.0,10-100 MiB,1.0,False,67108864,0,False,ok,
37748736,0.6666666666666666,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,56623104,0,16777216,2097152,37748736,structural,"{""k"": 4096, ""m"": 1024, ""n"": 1024}",TFRT_CPU_0,0,cpu,float16,1,,,matmul,,0.6.2,0.6.2,matmul-1024x4096x1024-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 1}",3.13.14,-37748736,-0.6666666666666666,10-100 MiB,0.3333333333333333,False,18874368,37748736,True,ok,
50331648,0.6666666666666666,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,75497472,0,16777216,8388608,50331648,structural,"{""k"": 2048, ""m"": 2048, ""n"": 2048}",TFRT_CPU_0,0,cpu,float16,1,,,matmul,,0.6.2,0.6.2,matmul-2048x2048x2048-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 1}",3.13.14,-50331648,-0.6666666666666666,10-100 MiB,0.3333333333333333,False,25165824,50331648,True,ok,
33554432,2.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,16777216,0,8388608,8388608,0,structural,"{""depth"": 4, ""shape"": [2048, 2048]}",TFRT_CPU_0,0,cpu,float16,8,,,residual,,0.6.2,0.6.2,residual-d4-2048-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 4, ""tanh"": 4}",3.13.14,33554432,2.0,10-100 MiB,3.0,True,50331648,0,False,ok,
134217728,8.0,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,16777216,0,8388608,8388608,0,structural,"{""depth"": 16, ""shape"": [2048, 2048]}",TFRT_CPU_0,0,cpu,float16,32,,,residual,,0.6.2,0.6.2,residual-d16-2048-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""add"": 16, ""tanh"": 16}",3.13.14,134217728,8.0,100-500 MiB,9.0,True,150994944,0,False,ok,
28835840,0.6626506024096386,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,43515904,0,13631488,524288,29360128,structural,"{""batch"": 256, ""depth"": 2, ""width"": 2048}",TFRT_CPU_0,0,cpu,float16,3,,,mlp,,0.6.2,0.6.2,mlp-b256-w2048-d2-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 2, ""tanh"": 1}",3.13.14,-28835840,-0.6626506024096386,10-100 MiB,0.3373493975903614,False,14680064,28835840,True,ok,
66060288,0.6631578947368421,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,99614720,0,31457280,1048576,67108864,structural,"{""batch"": 512, ""depth"": 4, ""width"": 2048}",TFRT_CPU_0,0,cpu,float16,7,,,mlp,,0.6.2,0.6.2,mlp-b512-w2048-d4-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 4, ""tanh"": 3}",3.13.14,-66060288,-0.6631578947368421,10-100 MiB,0.3368421052631579,False,33554432,66060288,True,ok,
264241152,0.6631578947368421,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,398458880,0,125829120,4194304,268435456,structural,"{""batch"": 1024, ""depth"": 4, ""width"": 4096}",TFRT_CPU_0,0,cpu,float16,7,,,mlp,,0.6.2,0.6.2,mlp-b1024-w4096-d4-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""dot_general"": 4, ""tanh"": 3}",3.13.14,-264241152,-0.6631578947368421,100-500 MiB,0.3368421052631579,False,134217728,264241152,True,ok,
1572864,0.10702341137123746,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,14696448,0,524288,524288,13647872,structural,"{""batch"": 1, ""head_dim"": 64, ""heads"": 8, ""sequence"": 512}",TFRT_CPU_0,0,cpu,float16,18,,,attention,,0.6.2,0.6.2,attention-b1-h8-s512-d64-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""broadcast_in_dim"": 2, ""convert_element_type"": 2, ""div"": 2, ""dot_general"": 2, ""exp"": 1, ""max"": 1, ""reduce_max"": 1, ""reduce_sum"": 1, ""reshape"": 2, ""sqrt"": 1, ""stop_gradient"": 1, ""sub"": 1, ""transpose"": 1}",3.13.14,-1572864,-0.10702341137123746,10-100 MiB,0.8929765886287625,False,13123584,1572864,True,ok,
3145728,0.05765765765765766,"{'XLA_PYTHON_CLIENT_PREALLOCATE': None, 'XLA_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_MEM_FRACTION': None, 'XLA_PYTHON_CLIENT_ALLOCATOR': None, 'TF_GPU_ALLOCATOR': None}",AMD64,cpu,54558720,0,1048576,1048576,52461568,structural,"{""batch"": 1, ""head_dim"": 64, ""heads"": 8, ""sequence"": 1024}",TFRT_CPU_0,0,cpu,float16,18,,,attention,,0.6.2,0.6.2,attention-b1-h8-s1024-d64-float16,,Windows-11-10.0.26200-SP0,,cpu,"{""broadcast_in_dim"": 2, ""convert_element_type"": 2, ""div"": 2, ""dot_general"": 2, ""exp"": 1, ""max"": 1, ""reduce_max"": 1, ""reduce_sum"": 1, ""reshape"": 2, ""sqrt"": 1, ""stop_gradient"": 1, ""sub"": 1, ""transpose"": 1}",3.13.14,-3145728,-0.05765765765765766,10-100 MiB,0.9423423423423424,False,51412992,3145728,True,ok,
